1	ладно	ладно	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#0.0#0.304
2	давай	давай	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#0.304#0.608
3	поговорим	говорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#0.608#0.912
4	про	про	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#0.912#1.216
5	твой	твой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#1.216#1.52
6	переезд	переезд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#1.52#1.824
7	аээ	аээ	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#1.824#2.128
8	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#2.128#2.432
9	насколько	насколько	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#2.432#2.736
10	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kib1997f-words#@kib1997f#2.736#3.04
11	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#3.04#3.344
12	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#3.344#3.648
13	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#3.648#3.952
14	родом	род	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#3.952#4.256
15	из	из	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#4.256#4.56
16	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#4.56#4.864
17	маленького	маленький	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#4.864#5.168
18	городка	городок	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#5.168#5.472
19	там	там	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#5.472#5.776
20	чёт	чёт	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#5.776#6.08
21	населённостью	населённость	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#6.08#6.384
22	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#6.384#6.688
23	несколько	несколько	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@kib1997f-words#@kib1997f#6.688#6.992
24	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#6.992#7.304
25	э	э	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#8.021#8.235
26	расскажи	рассказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#8.235#8.449
27	поподробнее	подробно	ADV	_	Degree=Cmp	_	_	_	@kib1997f-words#@kib1997f#8.449#8.663
28	о	о	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#8.663#8.877
29	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#8.877#9.091
30	там	там	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#9.091#9.305
31	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#9.305#9.519
32	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#9.519#9.739
33	а	а	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#31.543#31.767
34	что	что	PRON	_	Case=Acc	_	_	_	@kib1997f-words#@kib1997f#31.767#31.991
35	именно	именно	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#31.991#32.217
36	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#32.217#32.374
37	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#32.374#32.531
38	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#32.531#32.688
39	ээ	ээ	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#32.688#32.847
40	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#38.13#38.202
41	чем	что	PRON	_	Case=Ins	_	_	_	@kib1997f-words#@kib1997f#38.202#38.274
42	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#38.274#38.347
43	угу	угу	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#48.804#49.021
44	а	а	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#79.934#80.124
45	что	что	PRON	_	Case=Acc	_	_	_	@kib1997f-words#@kib1997f#80.124#80.314
46	это	это	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#80.314#80.504
47	за	за	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#80.504#80.694
48	город	город	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#80.694#80.884
49	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#80.884#81.074
50	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#81.074#81.264
51	просто	просто	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#81.264#81.454
52	по-моему	по-моему	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#81.454#81.644
53	нигде	нигде	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#81.644#81.834
54	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#81.834#82.024
55	называл	называть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#82.024#82.217
56	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#91.326#91.527
57	то есть	то есть	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#91.527#91.728
58	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#91.929#92.13
59	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#92.13#92.331
60	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kib1997f-words#@kib1997f#92.331#92.532
61	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#92.532#92.733
62	э	э	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#92.733#92.934
63	туда	туда	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#92.934#93.135
64	нагрянут	нагрянуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#93.135#93.336
65	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#93.336#93.537
66	там	там	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#93.537#93.738
67	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#93.738#93.939
68	твои	твой	DET	_	Case=Nom|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#93.939#94.14
69	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#94.14#94.341
70	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#94.341#94.542
71	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#94.542#94.743
72	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#94.743#94.944
73	фанаты	фанат	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#94.944#95.145
74	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#95.145#95.347
75	хейтеры	хейтер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#95.891#96.097
76	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#96.097#96.304
77	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#100.32#100.613
78	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#100.613#100.906
79	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kib1997f-words#@kib1997f#100.906#101.199
80	сидел	сидеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#101.199#101.492
81	в	в	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#101.492#101.785
82	интернете	интернет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#101.785#102.078
83	даа	да	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#102.078#102.371
84	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#102.371#102.664
85	э	э	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#102.664#102.96
86	что	что	PRON	_	Case=Acc	_	_	_	@kib1997f-words#@kib1997f#103.28#103.484
87	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#103.484#103.688
88	там	там	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#103.688#103.892
89	делал	делать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#103.892#104.096
90	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#104.096#104.3
91	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#104.3#104.504
92	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#104.504#104.708
93	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#104.708#104.912
94	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#104.912#105.116
95	то есть	то есть	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#105.116#105.32
96	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#105.524#105.728
97	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#105.728#105.932
98	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#105.932#106.136
99	сформировало	сформировать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#106.136#106.34
100	как	как	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#106.34#106.544
101	личность	личность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#106.544#106.748
102	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#106.748#106.96
103	какие	какой	DET	_	Case=Nom|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#107.933#108.115
104	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#108.115#108.297
105	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#108.297#108.481
106	то есть	то есть	PART	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#115.049#115.207
107	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#115.365#115.523
108	застал	застать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#115.523#115.681
109	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#115.681#115.839
110	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#117.197#117.476
111	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kib1997f-words#@kib1997f#117.476#117.755
112	пон...	пон...	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#117.755#118.034
113	а	а	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#118.034#118.313
114	всё	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#118.313#118.592
115	демотиваторы	демотиватор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#118.888#119.481
116	мгм	мгм	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#121.999#122.197
117	то есть	то есть	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#140.896#141.16
118	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#141.424#141.689
119	уже	уже	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#141.724#142.0
120	с	с	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#142.0#142.317
121	подросткового	подростковый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#142.317#142.634
122	возраста	возраст	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#142.634#142.951
123	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#142.951#143.268
124	собирался	собираться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@kib1997f-words#@kib1997f#143.268#143.586
125	уезжать	уезжать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#143.586#143.861
126	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#143.861#144.137
127	у	у	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#145.0#145.201
128	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#145.201#145.402
129	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#145.402#145.603
130	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#145.603#145.804
131	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#145.804#146.005
132	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#146.005#146.206
133	принял	принять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#146.206#146.407
134	решение	решение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#146.407#146.608
135	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#146.608#146.809
136	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#146.809#147.01
137	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#147.01#147.211
138	Москва	Москва	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#147.211#147.412
139	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#147.412#147.62
140	или	или	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#147.62#147.827
141	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#147.827#148.034
142	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#148.034#148.241
143	и	и	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#149.827#150.033
144	с	с	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#150.033#150.239
145	какими	какой	DET	_	Case=Ins|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#150.239#150.445
146	целями	цель	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#150.445#150.651
147	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#150.651#150.857
148	переезжал	переезжать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#150.857#151.063
149	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#151.063#151.275
150	что	что	PRON	_	Case=Acc	_	_	_	@kib1997f-words#@kib1997f#152.0#152.193
151	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#152.193#152.386
152	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#152.386#152.579
153	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#152.579#152.772
154	о	о	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#152.772#152.965
155	чём	что	PRON	_	Case=Loc	_	_	_	@kib1997f-words#@kib1997f#152.965#153.158
156	думал	думать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#153.158#153.351
157	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#153.351#153.551
158	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#161.6#161.946
159	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#161.946#162.292
160	показываешь	показывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#162.292#162.64
161	прям	прямо	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#163.08#163.255
162	вот	вот	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#163.255#163.43
163	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#163.43#163.605
164	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#163.605#163.782
165	люксовую	люксовый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#164.28#164.544
166	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#164.544#164.808
167	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#164.808#165.072
168	да	да	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#165.072#165.336
169	вот	вот	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#165.336#165.6
170	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#165.6#165.864
171	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#165.864#166.128
172	роскошь	роскошь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#166.128#166.392
173	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#166.392#166.656
174	да	да	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#166.656#166.92
175	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#166.92#167.184
176	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#167.184#167.448
177	ммм	ммм	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#167.448#167.72
178	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#167.72#167.968
179	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#167.968#168.216
180	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#168.216#168.464
181	путешествия	путешествие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#168.464#168.712
182	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#168.712#168.96
183	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#168.96#169.208
184	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#169.208#169.456
185	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kib1997f-words#@kib1997f#169.456#169.704
186	просто	просто	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#169.704#169.952
187	подписана	подписать	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@kib1997f-words#@kib1997f#169.952#170.2
188	на	на	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#170.2#170.448
